"Student.code","Teacher.code","Subject","Source","Category","Score"
2207,"HAY","English Advanced","Teacher","Engagement",4
2207,"CARL","English Extension 1","Teacher","Engagement",4
2207,"RIN","English Extension 2","Teacher","Engagement",5
2207,"MIC","French Continuers","Teacher","Engagement",3
2207,"BAI","Mathematics General","Teacher","Engagement",3
2215,"GAU","Business Studies","Teacher","Engagement",2
2215,"LAN","Design and Technology","Teacher","Engagement",1
2215,"RIN","English Standrd","Teacher","Engagement",2
2215,"MCN","History Modern","Teacher","Engagement",2
2215,"STP","PDHPE","Teacher","Engagement",3
2217,"CUNP","Drama","Teacher","Engagement",5
2217,"CARN","English Advanced","Teacher","Engagement",4
2217,"CARL","English Extension 1","Teacher","Engagement",5
2217,"RIN","English Extension 2","Teacher","Engagement",4
2217,"MCV","History Extension","Teacher","Engagement",4
2217,"MCN","History Modern","Teacher","Engagement",4
2217,"PUG","Visual Arts","Teacher","Engagement",4
2223,"BEV","Chemistry","Teacher","Engagement",4
2223,"COX","English Advanced","Teacher","Engagement",5
2223,"CARL","English Extension 1","Teacher","Engagement",4
2223,"HIC","Mathematics","Teacher","Engagement",4
2223,"HIC","Mathematics Extension 1","Teacher","Engagement",4
2223,"HIC","Mathematics Extension 2","Teacher","Engagement",4
2223,"CAM","Physics","Teacher","Engagement",5
2231,"CARN","English Advanced","Teacher","Engagement",4
2231,"HIC","Mathematics","Teacher","Engagement",5
2231,"HIC","Mathematics Extension 1","Teacher","Engagement",5
2231,"HIC","Mathematics Extension 2","Teacher","Engagement",5
2231,"CAM","Physics","Teacher","Engagement",5
2231,"PUG","Visual Arts","Teacher","Engagement",5
2262,"MCV","History Ancient","Teacher","Engagement",4
2262,"LAN","Design and Technology","Teacher","Engagement",3
2262,"CARN","English Advanced","Teacher","Engagement",4
2262,"MARN","Engineering Studies","Teacher","Engagement",3
2262,"MCG","Mathematics General","Teacher","Engagement",4
2262,"PUG","Visual Arts","Teacher","Engagement",3
2295,"CARN","English Advanced","Teacher","Engagement",4
2295,"MIC","French Continuers","Teacher","Engagement",3
2295,"HIC","Mathematics","Teacher","Engagement",5
2295,"HIC","Mathematics Extension 1","Teacher","Engagement",5
2295,"CAM","Physics","Teacher","Engagement",5
2297,"CUNP","Drama","Teacher","Engagement",4
2297,"COX","English Advanced","Teacher","Engagement",4
2297,"MCV","History Extension","Teacher","Engagement",4
2297,"BAI","Mathematics General","Teacher","Engagement",3
2297,"MCN","History Modern","Teacher","Engagement",4
2297,"SIND","Music 1","Teacher","Engagement",3
2335,"RIN","English Standrd","Teacher","Engagement",1
2335,"HAVI","Food Technology","Teacher","Engagement",3
2335,"BAI","Mathematics General","Teacher","Engagement",3
2335,"MCN","History Modern","Teacher","Engagement",2
2335,"STP","PDHPE","Teacher","Engagement",3
2340,"CARN","English Advanced","Teacher","Engagement",5
2340,"CARL","English Extension 1","Teacher","Engagement",4
2340,"RIN","English Extension 2","Teacher","Engagement",3
2340,"MCV","History Extension","Teacher","Engagement",4
2340,"SIM","Legal Studies","Teacher","Engagement",5
2340,"MCG","Mathematics General","Teacher","Engagement",4
2340,"MCN","History Modern","Teacher","Engagement",5
2358,"MCV","History Ancient","Teacher","Engagement",4
2358,"HAN","Biology","Teacher","Engagement",4
2358,"HAY","English Advanced","Teacher","Engagement",5
2358,"CARL","English Extension 1","Teacher","Engagement",4
2358,"RIN","English Extension 2","Teacher","Engagement",3
2358,"MCV","History Extension","Teacher","Engagement",3
2358,"STP","PDHPE","Teacher","Engagement",4
2364,"COX","English Advanced","Teacher","Engagement",5
2364,"SHE","Geography","Teacher","Engagement",4
2364,"MCV","History Extension","Teacher","Engagement",4
2364,"BAI","Mathematics General","Teacher","Engagement",5
2364,"MCN","History Modern","Teacher","Engagement",5
2364,"STP","PDHPE","Teacher","Engagement",4
2383,"BEV","Chemistry","Teacher","Engagement",4
2383,"CARN","English Advanced","Teacher","Engagement",5
2383,"MARN","Engineering Studies","Teacher","Engagement",3
2383,"DOB","Mathematics","Teacher","Engagement",3
2383,"CAM","Physics","Teacher","Engagement",3
2383,"BOL","Studies of Religion 1","Teacher","Engagement",4
2413,"CUNP","Drama","Teacher","Engagement",5
2413,"HAY","English Advanced","Teacher","Engagement",5
2413,"CARL","English Extension 1","Teacher","Engagement",4
2413,"MCV","History Extension","Teacher","Engagement",4
2413,"BAI","Mathematics General","Teacher","Engagement",4
2413,"MCN","History Modern","Teacher","Engagement",5
2413,"BOL","Studies of Religion 1","Teacher","Engagement",5
2415,"BOL","Business Studies","Teacher","Engagement",5
2415,"CUNP","Drama","Teacher","Engagement",5
2415,"COX","English Advanced","Teacher","Engagement",4
2415,"SIM","Legal Studies","Teacher","Engagement",4
2415,"MCG","Mathematics General","Teacher","Engagement",3
2415,"STP","PDHPE","Teacher","Engagement",5
2462,"SCH","Biology","Teacher","Engagement",4
2462,"BEV","Chemistry","Teacher","Engagement",5
2462,"CARN","English Advanced","Teacher","Engagement",5
2462,"CARL","English Extension 1","Teacher","Engagement",4
2462,"MCV","History Extension","Teacher","Engagement",4
2462,"DOB","Mathematics","Teacher","Engagement",5
2462,"MCN","History Modern","Teacher","Engagement",5
2466,"SCH","Biology","Teacher","Engagement",3
2466,"CUNP","Drama","Teacher","Engagement",3
2466,"HAY","English Advanced","Teacher","Engagement",2
2466,"MCG","Mathematics General","Teacher","Engagement",2
2466,"MCN","History Modern","Teacher","Engagement",2
2466,"SIND","Music 1","Teacher","Engagement",3
2519,"SCH","Biology","Teacher","Engagement",5
2519,"CUNP","Drama","Teacher","Engagement",5
2519,"CARN","English Advanced","Teacher","Engagement",5
2519,"CARL","English Extension 1","Teacher","Engagement",4
2519,"RIN","English Extension 2","Teacher","Engagement",5
2519,"MCG","Mathematics General","Teacher","Engagement",5
2536,"GAU","Business Studies","Teacher","Engagement",4
2536,"LAN","Design and Technology","Teacher","Engagement",2
2536,"HAY","English Advanced","Teacher","Engagement",4
2536,"SIM","Legal Studies","Teacher","Engagement",4
2536,"MCN","History Modern","Teacher","Engagement",2
2536,"BOL","Studies of Religion 1","Teacher","Engagement",5
2541,"SCH","Biology","Teacher","Engagement",4
2541,"CUNP","Drama","Teacher","Engagement",4
2541,"LAN","Design and Technology","Teacher","Engagement",4
2541,"HAY","English Advanced","Teacher","Engagement",4
2541,"PUG","Visual Arts","Teacher","Engagement",4
2566,"HAN","Biology","Teacher","Engagement",4
2566,"BOL","Business Studies","Teacher","Engagement",5
2566,"LAN","Design and Technology","Teacher","Engagement",5
2566,"RIN","English Standrd","Teacher","Engagement",5
2566,"BAI","Mathematics General","Teacher","Engagement",4
2566,"STP","PDHPE","Teacher","Engagement",5
2571,"CUNP","Drama","Teacher","Engagement",5
2571,"HAY","English Advanced","Teacher","Engagement",5
2571,"CARL","English Extension 1","Teacher","Engagement",4
2571,"RIN","English Extension 2","Teacher","Engagement",5
2571,"HIC","Mathematics","Teacher","Engagement",4
2571,"HIC","Mathematics Extension 1","Teacher","Engagement",5
2571,"CAM","Physics","Teacher","Engagement",5
2591,"LAN","Design and Technology","Teacher","Engagement",4
2591,"CARN","English Advanced","Teacher","Engagement",3
2591,"SHE","Geography","Teacher","Engagement",4
2591,"BAI","Mathematics General","Teacher","Engagement",4
2591,"MCN","History Modern","Teacher","Engagement",5
2595,"MCV","History Ancient","Teacher","Engagement",4
2595,"HAN","Biology","Teacher","Engagement",4
2595,"BOL","Business Studies","Teacher","Engagement",4
2595,"HAY","English Advanced","Teacher","Engagement",3
2595,"MCG","Mathematics General","Teacher","Engagement",4
2595,"MCN","History Modern","Teacher","Engagement",3
2618,"BOL","Business Studies","Teacher","Engagement",5
2618,"CUNP","Drama","Teacher","Engagement",4
2618,"COX","English Advanced","Teacher","Engagement",4
2618,"HAVI","Food Technology","Teacher","Engagement",5
2618,"SIM","Legal Studies","Teacher","Engagement",4
2618,"MCG","Mathematics General","Teacher","Engagement",3
2620,"SCH","Biology","Teacher","Engagement",5
2620,"CUNP","Drama","Teacher","Engagement",5
2620,"COX","English Advanced","Teacher","Engagement",5
2620,"DOB","Mathematics","Teacher","Engagement",5
2620,"BOL","Studies of Religion 1","Teacher","Engagement",4
2651,"HAN","Biology","Teacher","Engagement",4
2651,"BOL","Business Studies","Teacher","Engagement",5
2651,"COX","English Advanced","Teacher","Engagement",4
2651,"HAVI","Food Technology","Teacher","Engagement",5
2651,"BAI","Mathematics General","Teacher","Engagement",5
2651,"STP","PDHPE","Teacher","Engagement",5
2664,"SCH","Biology","Teacher","Engagement",4
2664,"CUNP","Drama","Teacher","Engagement",5
2664,"HAY","English Advanced","Teacher","Engagement",5
2664,"MCG","Mathematics General","Teacher","Engagement",4
2664,"SIND","Music 1 ","Teacher","Engagement",4
2664,"BOL","Studies of Religion 1","Teacher","Engagement",5
2667,"BOL","Business Studies","Teacher","Engagement",4
2667,"LAN","Design and Technology","Teacher","Engagement",3
2667,"HAY","English Advanced","Teacher","Engagement",4
2667,"SHE","Geography","Teacher","Engagement",3
2667,"BAI","Mathematics General","Teacher","Engagement",4
2686,"MCV","History Ancient","Teacher","Engagement",2
2686,"GAU","Business Studies","Teacher","Engagement",2
2686,"HAY","English Advanced","Teacher","Engagement",3
2686,"MCV","History Extension","Teacher","Engagement",2
2686,"MCN","History Modern","Teacher","Engagement",3
2686,"PUG","Visual Arts","Teacher","Engagement",2
2690,"BEV","Chemistry","Teacher","Engagement",4
2690,"COX","English Advanced","Teacher","Engagement",4
2690,"MARN","Engineering Studies","Teacher","Engagement",4
2690,"HIC","Mathematics","Teacher","Engagement",4
2690,"HIC","Mathematics Extension 1","Teacher","Engagement",4
2690,"HIC","Mathematics Extension 2","Teacher","Engagement",5
2690,"CAM","Physics","Teacher","Engagement",5
2719,"GAU","Economics","Teacher","Engagement",4
2719,"CARN","English Advanced","Teacher","Engagement",4
2719,"CARL","English Extension 1","Teacher","Engagement",4
2719,"RIN","English Extension 2","Teacher","Engagement",3
2719,"DOB","Mathematics","Teacher","Engagement",4
2719,"SIND","Music 1 ","Teacher","Engagement",4
2729,"HAY","English Advanced","Teacher","Engagement",4
2729,"CARL","English Extension 1","Teacher","Engagement",2
2729,"RIN","English Extension 2","Teacher","Engagement",1
2734,"HAN","Biology","Teacher","Engagement",4
2734,"LAN","Design and Technology","Teacher","Engagement",4
2734,"GAU","Economics","Teacher","Engagement",4
2734,"CARN","English Advanced","Teacher","Engagement",3
2734,"CARL","English Extension 1","Teacher","Engagement",4
2734,"BAI","Mathematics General","Teacher","Engagement",4
7179,"LAN","Design and Technology","Teacher","Engagement",3
7179,"CARN","English Advanced","Teacher","Engagement",2
7179,"SIM","Legal Studies","Teacher","Engagement",2
7471,"SCH","Biology","Teacher","Engagement",5
7471,"LAN","Design and Technology","Teacher","Engagement",5
7471,"CARN","English Advanced","Teacher","Engagement",5
7471,"SHE","Geography","Teacher","Engagement",3
7471,"MCG","Mathematics General","Teacher","Engagement",4
7471,"PUG","Visual Arts","Teacher","Engagement",4
10975,"GAU","Business Studies","Teacher","Engagement",4
10975,"COX","English Advanced","Teacher","Engagement",5
10975,"CARL","English Extension 1","Teacher","Engagement",3
10975,"MCV","History Extension","Teacher","Engagement",3
10975,"BAI","Mathematics General","Teacher","Engagement",4
10975,"MCN","History Modern","Teacher","Engagement",4
10976,"SCH","Biology","Teacher","Engagement",3
10976,"BOL","Business Studies","Teacher","Engagement",5
10976,"CUNP","Drama","Teacher","Engagement",5
10976,"HAY","English Advanced","Teacher","Engagement",4
10976,"MCG","Mathematics General","Teacher","Engagement",5
10976,"SIND","Music 1","Teacher","Engagement",4
11323,"SCH","Biology","Teacher","Engagement",5
11323,"BEV","Chemistry","Teacher","Engagement",4
11323,"COX","English Advanced","Teacher","Engagement",5
11323,"SHE","Geography","Teacher","Engagement",5
11323,"MCG","Mathematics General","Teacher","Engagement",4
11323,"PUG","Visual Arts","Teacher","Engagement",3
18638,"MCV","History Ancient","Teacher","Engagement",2
18638,"GAU","Economics","Teacher","Engagement",2
18638,"CARN","English Advanced","Teacher","Engagement",2
18638,"MARN","Engineering Studies","Teacher","Engagement",2
18638,"DOB","Mathematics","Teacher","Engagement",3
18638,"MCN","History Modern","Teacher","Engagement",3
19297,"HAN","Biology","Teacher","Engagement",4
19297,"GAU","Economics","Teacher","Engagement",3
19297,"HAY","English Advanced","Teacher","Engagement",4
19297,"MCV","History Extension","Teacher","Engagement",4
19297,"MCG","Mathematics General","Teacher","Engagement",3
19297,"MCN","History Modern","Teacher","Engagement",2
19598,"MCV","History Ancient","Teacher","Engagement",4
19598,"GAU","Economics","Teacher","Engagement",4
19598,"HAY","English Advanced","Teacher","Engagement",5
19598,"CARL","English Extension 1","Teacher","Engagement",4
19598,"MCV","History Extension","Teacher","Engagement",4
19598,"MCG","Mathematics General","Teacher","Engagement",4
19598,"MCN","History Modern","Teacher","Engagement",3
19618,"HAN","Biology","Teacher","Engagement",1
19618,"BEV","Chemistry","Teacher","Engagement",1
19618,"HAY","English Advanced","Teacher","Engagement",2
19618,"SIM","Legal Studies","Teacher","Engagement",3
19618,"MCG","Mathematics General","Teacher","Engagement",2
19618,"MCN","History Modern","Teacher","Engagement",1
20101,"HAN","Biology","Teacher","Engagement",4
20101,"GAU","Economics","Teacher","Engagement",4
20101,"HAY","English Advanced","Teacher","Engagement",3
20101,"HIC","Mathematics","Teacher","Engagement",4
20101,"HIC","Mathematics Extension 1","Teacher","Engagement",4
20101,"CAM","Physics","Teacher","Engagement",5
20491,"GAU","Business Studies","Teacher","Engagement",5
20491,"LAN","Design and Technology","Teacher","Engagement",4
20491,"COX","English Advanced","Teacher","Engagement",5
20491,"MCV","History Extension","Teacher","Engagement",3
20491,"SIM","Legal Studies","Teacher","Engagement",5
20491,"MCN","History Modern","Teacher","Engagement",5
20931,"CUNP","Drama","Teacher","Engagement",4
20931,"CARN","English Advanced","Teacher","Engagement",5
20931,"CARL","English Extension 1","Teacher","Engagement",3
20931,"MCV","History Extension","Teacher","Engagement",4
20931,"MCG","Mathematics General","Teacher","Engagement",5
20931,"MCN","History Modern","Teacher","Engagement",5
20931,"CAM","Physics","Teacher","Engagement",4
21720,"HAN","Biology","Teacher","Engagement",4
21720,"COX","English Advanced","Teacher","Engagement",4
21720,"DOB","Mathematics","Teacher","Engagement",4
21720,"MCN","History Modern","Teacher","Engagement",4
21720,"CAM","Physics","Teacher","Engagement",5
1971,"CUNP","Drama","Teacher","Behaviour",4
1971,"HAY","English Advanced","Teacher","Behaviour",5
1971,"MCV","History Extension","Teacher","Behaviour",4
1971,"DOB","Mathematics","Teacher","Behaviour",4
1971,"MCN","History Modern","Teacher","Behaviour",2
1971,"CAM","Physics","Teacher","Behaviour",5
1972,"CARN","English Advanced","Teacher","Behaviour",5
1972,"CARL","English Extension 1","Teacher","Behaviour",5
1972,"RIN","English Extension 2","Teacher","Behaviour",5
1972,"MIC","French Continuers","Teacher","Behaviour",4
1972,"MCV","History Extension","Teacher","Behaviour",5
1972,"HIC","Mathematics","Teacher","Behaviour",4
1972,"HIC","Mathematics Extension 1","Teacher","Behaviour",4
1972,"HIC","Mathematics Extension 2","Teacher","Behaviour",5
1972,"MCN","History Modern","Teacher","Behaviour",5
1981,"MCV","History Ancient","Teacher","Behaviour",5
1981,"GAU","Business Studies","Teacher","Behaviour",5
1981,"LAN","Design and Technology","Teacher","Behaviour",5
1981,"COX","English Advanced","Teacher","Behaviour",5
1981,"MCV","History Extension","Teacher","Behaviour",5
1981,"MCG","Mathematics General","Teacher","Behaviour",5
2007,"SCH","Biology","Teacher","Behaviour",3
2007,"BEV","Chemistry","Teacher","Behaviour",3
2007,"HAY","English Advanced","Teacher","Behaviour",4
2007,"MARN","Engineering Studies","Teacher","Behaviour",3
2007,"MCG","Mathematics General","Teacher","Behaviour",4
2012,"SCH","Biology","Teacher","Behaviour",2
2012,"BEV","Chemistry","Teacher","Behaviour",3
2012,"CUNP","Drama","Teacher","Behaviour",4
2012,"CARN","English Advanced","Teacher","Behaviour",4
2012,"MCG","Mathematics General","Teacher","Behaviour",2
2012,"STP","PDHPE","Teacher","Behaviour",4
2026,"SCH","Biology","Teacher","Behaviour",4
2026,"CUNP","Drama","Teacher","Behaviour",4
2026,"MCV","History Extension","Teacher","Behaviour",4
2026,"MCN","History Modern","Teacher","Behaviour",4
2026,"PUG","Visual Arts","Teacher","Behaviour",4
2039,"MCV","History Ancient","Teacher","Behaviour",5
2039,"COX","English Advanced","Teacher","Behaviour",5
2039,"CARL","English Extension 1","Teacher","Behaviour",4
2039,"SHE","Geography","Teacher","Behaviour",4
2039,"MCV","History Extension","Teacher","Behaviour",4
2039,"MCG","Mathematics General","Teacher","Behaviour",5
2039,"BOL","Studies of Religion 1","Teacher","Behaviour",5
2054,"SCH","Biology","Teacher","Behaviour",4
2054,"BOL","Business Studies","Teacher","Behaviour",5
2054,"COX","English Advanced","Teacher","Behaviour",4
2054,"SHE","Geography","Teacher","Behaviour",5
2054,"MCG","Mathematics General","Teacher","Behaviour",5
2054,"STP","PDHPE","Teacher","Behaviour",4
2057,"SCH","Biology","Teacher","Behaviour",5
2057,"CUNP","Drama","Teacher","Behaviour",5
2057,"HAY","English Advanced","Teacher","Behaviour",5
2057,"CARL","English Extension 1","Teacher","Behaviour",4
2057,"RIN","English Extension 2","Teacher","Behaviour",5
2057,"SIND","Music 1 ","Teacher","Behaviour",5
2057,"BOL","Studies of Religion 1","Teacher","Behaviour",5
2063,"GAU","Economics","Teacher","Behaviour",5
2063,"HAY","English Advanced","Teacher","Behaviour",5
2063,"SHE","Geography","Teacher","Behaviour",5
2063,"SIM","Legal Studies","Teacher","Behaviour",5
2063,"MCG","Mathematics General","Teacher","Behaviour",5
2063,"MCN","History Modern","Teacher","Behaviour",5
2078,"GAU","Economics","Teacher","Behaviour",5
2078,"COX","English Advanced","Teacher","Behaviour",4
2078,"MARN","Engineering Studies","Teacher","Behaviour",4
2078,"DOB","Mathematics","Teacher","Behaviour",5
2078,"STP","PDHPE","Teacher","Behaviour",3
2078,"CAM","Physics","Teacher","Behaviour",5
2080,"GAU","Economics","Teacher","Behaviour",4
2080,"CARN","English Advanced","Teacher","Behaviour",4
2080,"CARL","English Extension 1","Teacher","Behaviour",3
2080,"RIN","English Extension 2","Teacher","Behaviour",5
2080,"MCG","Mathematics General","Teacher","Behaviour",5
2080,"CAM","Physics","Teacher","Behaviour",5
2080,"BOL","Studies of Religion 1","Teacher","Behaviour",5
2083,"GAU","Business Studies","Teacher","Behaviour",3
2083,"LAN","Design and Technology","Teacher","Behaviour",2
2083,"RIN","English Standrd","Teacher","Behaviour",2
2083,"MCN","History Modern","Teacher","Behaviour",1
2109,"CUNP","Drama","Teacher","Behaviour",5
2109,"GAU","Economics","Teacher","Behaviour",5
2109,"CARN","English Advanced","Teacher","Behaviour",4
2109,"CARL","English Extension 1","Teacher","Behaviour",4
2109,"RIN","English Extension 2","Teacher","Behaviour",5
2109,"MCG","Mathematics General","Teacher","Behaviour",5
2117,"MCV","History Ancient","Teacher","Behaviour",3
2117,"CARN","English Advanced","Teacher","Behaviour",3
2117,"MCV","History Extension","Teacher","Behaviour",4
2117,"MCG","Mathematics General","Teacher","Behaviour",2
2117,"STP","PDHPE","Teacher","Behaviour",3
2117,"PUG","Visual Arts","Teacher","Behaviour",2
2130,"SCH","Biology","Teacher","Behaviour",3
2130,"CUNP","Drama","Teacher","Behaviour",5
2130,"COX","English Advanced","Teacher","Behaviour",5
2130,"CARL","English Extension 1","Teacher","Behaviour",4
2130,"RIN","English Extension 2","Teacher","Behaviour",5
2130,"DOB","Mathematics","Teacher","Behaviour",5
